,combined_text
318,batteries dry cell except communications radio a battery aa cylindrical lithuim nominal voltage volts weight grams max discharge amps continuous shelf life years must meet ansi and generated by reorder am
319,refusegarbage collection bodies and parts heil phyton automated arm for sws collection bodies refuse collection bodies
320,jacket supervisor navy xl reg jacket supervisor navy xl reg worksup jackets
321,rack parts and accessories cable pole line insulator cable rack on qualified products list critical materials supply arrangement cmsa
322,work clothes miller uniformvarious sectionsemployee uniform items
323,pole line hardware anchors arms bolts braces pin insulator above arm long shank by dia inch nylon threads only with square washer and nut on qualified products list order stock refurbish nylon threads only critical materials supply arrangement
324,paints traffic this is a request for a year contract with three month extensions for traffic paint the estimated total cost for the years is this contract will replace the existing contract ma please contact ericka for questions traffic paint black max po pr
325,janitorial supplies general line chicon supplies may order of janitorial supplies for rlc otc chicon
326,dead end hardware electrical deadend formed wire copperweld diameter range in inches from to holding strength lbs color code may vary on qpl critical materials supply arrangement
327,gas detectionmonitoring equipment firemen sensit gold monitor including case batteries manual purchase includes support with sensit certified tech onsite trainingseupt w sensit certified tech warranty repairs handled through vendor replacement loaner gear supplied win hrs sensit gold monitor and ppm options
328,paint marker black spray can msc rc ln qty del pf bo del date material needed awbsc
329,shovel square point long handle rc ln qty del pf bo del date material needed at awgbsc
330,boots steel toe hip waders size rc ln qty del pf bo del date material needed at gbsc
331,monitoring equipment security closed circuit fo scramble net interface security monitoring parts
332,gloves firefighter for structural firefighting large ff gloves shelby large ff gloves shelby ff gloves for stock
333,pole line hardware anchors arms bolts braces grip cable for conduit riser conduit cable diameter range of to for mcm cables tinned bronze on qualified products list generated by reorder pm
334,shoes safety toe
335,parts and accessories burglar alarm quartyerly alarm monitoring for chicon location invoice for january march quarterly alarm monitoring
336,flexible base material tons of road base road base rgarza
337,frame hacksaw steel loop handle for in blade rc lnqty delpfbodel date material needed at awgbsc
338,cables booster gauge ft length rc ln qty del pf bodel date grainger material for awgbsc
339,nozzle gasoline can safety type rc ln qty del pf bo del date material needed at awgbsc
340,animal training equipment and supplies this is a one time purchase for tlac for animal control supplies as follow release ketchall poles ples extendable net and frame lead carrier x x carrier x x shipping and handling total tlac animal control supplies
341,cable power type xlpe awgalumfull acsr neutralxlp deg c max operating temp wire shall be furnished on nonreturnalbe wood reels max flange measurement and max outside to outside width measurement shall be purchasing footage shall be ft on qualified products list replaces per g noble new dcs critical materials supply arrangement
342,souvenirs promotional advertising etc magnets pdf sent to vendor has slightly different text than last years magnets full color imprint mil magnet ea includes setup an email proof and shipping charges turn around dont drown magnets
343,doors aluminum and glass all types door repair and maintenance alw
344,drives hardfixed disk hitachi ide hard drives drive must match size and connection request channelaustin computer package
345,lights emergency siren and lightbar controller wspd tomar electronics see attached
346,servers file microcomputer poweredge servers qty dell quote dated ref buyer dennis phipps poweredge powervault servers
347,hat safety fullbrim vented rc lnqty delpfbodel date material needed at wbsc
348,blocks fuse selfstripping type fuse link nema standard type n fit all amp inclusive on qualified products list critical materials supply arrangement
349,receivers scanning mobile for use in law enforc xray tool kit xtk grid aim system weod modified lasers encrylic encased and laser etched steel ball fiducial custom coat casing sandia xtk grid aim system per quote dated each xtk grid aim system
350,clothing jeans arc rated jeans inv arc rated jeans gt distributors
351,work clothes ae workshirts for employees invoice no buyer dolores castillo ae workshirts for employees
352,exercise equipment and parts and accessories rubber encased dumbbell lb model delivered to north south east headquarters apd new exercise equipment for apd various locations
353,ferric sulfate liquid ferric sulfate
354,work clothes workshirts for ae employees invoice no buyer dolores castillo workshirts for ae employees
355,bushings for rigid steel conduit conduit tubing flexible steel greenfield on qualified products list generated by reorder pm
